Queue_ID,Project_Name,Interconnecting_Entity,County,State,Interconnection_Location,Transmission_Owner,Generation_Type,Capacity_(MW),Summer_Capacity_(MW),Winter_Capacity_(MW),Queue_Date,Status,Proposed_Completion_Date,Withdrawn_Date,Withdrawal_Comment,Actual_Completion_Date,Fuel,Technology,GIM_Study_Phase,Screening_Study_Started,Screening_Study_Complete,FIS_Requested,FIS_Approved,Economic_Study_Required,IA_Signed,Air_Permit,GHG_Permit,Water_Availability,Meets_Planning,Meets_All_Planning,CDR_Reporting_Zone,Approved_for_Energization,Approved_for_Synchronization,Comment
20INR0203,Pine Forest Solar,"Pine Forest Solar I, LLC",Hopkins,Texas,Monticello Switch – Allen Switch 345 kV Line,,Solar - Photovoltaic Solar,301.51,,,2018-10-04,Completed,2025-12-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2018-10-04,2018-11-20,,2024-12-18,No,2020-07-29,Not Required,Not Required,Not Required,2024-05-22 00:00:00,2025-01-28 00:00:00,NORTH,2025-06-03,,
20INR0205,Roseland Solar,"Enel Green Power Roseland Solar, LLC",Falls,Texas,tap 345kV 3390 Jewett - 3399 Ratsnake,,Solar - Photovoltaic Solar,254.0,,,2018-11-30,Completed,2025-09-30,,,2022-09-26,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2018-11-30,2019-02-04,2019-02-04 00:00:00.000,2021-10-25,No,2020-12-10,Not Required,Not Required,Not Required,2021-08-18 00:00:00,2021-11-01 00:00:00,NORTH,2022-06-07,2022-09-26,
20INR0208,Signal Solar,"Adapture Renewables, Inc",Hunt,Texas,tap 138kV 6879 Wieland - 6883 Quinlan N,,Solar - Photovoltaic Solar,51.79,,,2018-11-07,Completed,2025-05-30,,,2024-11-12,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2018-11-07,2018-12-20,,2023-09-01,No,2020-10-23,Not Required,Not Required,Not Required,2023-06-12 00:00:00,2024-03-21 00:00:00,NORTH,2024-10-31,2024-11-12,
20INR0213,Brushy Creek Solar SLF,Brushy Creek Solar LLC,Tom Green,Texas,6444 Red Creek 345kV,,Solar - Photovoltaic Solar,177.09,,,2019-01-07,Active,2028-06-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2019-01-07,2019-03-26,2019-03-05 00:00:00.000,,No,,Not Required,Not Required,Not Required,,,WEST,,,
20INR0216,Starr Solar Ranch,Starr Solar Ranch 1 LLC,Starr,Texas,8795 Roma 138kV,,Solar - Photovoltaic Solar,136.73,,,2018-11-07,Completed,2025-08-14,,,2024-10-30,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2018-11-07,2018-12-14,2018-11-07 00:00:00.000,2024-01-26,No,2020-10-01,Not Required,Not Required,Not Required,2024-01-24 00:00:00,2024-01-24 00:00:00,SOUTH,2024-10-09,2024-10-30,
20INR0217,CAROL wind,"Carol Renewable Energy, LLC ",Potter,Texas,23906 AJ Swope 345kV,,Wind - Wind Turbine,165.42,,,2018-12-06,Completed,2026-04-15,,,,Wind,Wind Turbine,"SS Completed, FIS Completed, IA",2018-12-06,2019-01-18,2019-06-05 00:00:00.000,2023-10-30,No,2020-09-11,Not Required,Not Required,Not Required,2024-01-31 00:00:00,2024-01-31 00:00:00,PANHANDLE,,,
20INR0222,Tyson Nick Solar,"Tyson Nick Solar Project, LLC",Lamar,Texas,1700 Toco 138kV,,Solar - Photovoltaic Solar,90.5,,,2018-12-12,Completed,2025-08-25,,,2025-06-20,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2018-12-12,2019-02-15,2019-01-14 00:00:00.000,2024-07-29,No,2020-08-28,Not Required,Not Required,Not Required,2024-04-19 00:00:00,2024-10-18 00:00:00,NORTH,2025-05-29,2025-06-20,
20INR0230,Markum Solar,Glory Leasing LLC,McLennan,Texas,177 Bosque 138kV,,Solar - Photovoltaic Solar,161.54,,,2018-12-18,Completed,2025-08-04,,,2024-09-03,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2018-12-18,2019-01-03,2018-12-18 00:00:00.000,2023-11-28,,2021-06-28,Not Required,Not Required,Not Required,2021-10-04 00:00:00,2024-01-30 00:00:00,NORTH,2024-07-23,2024-09-03,
20INR0233,Impala Flats Wind ,"Antelope Flats Wind, LLC",Lynn,Texas,79641 Farmland 345kV,,Wind - Wind Turbine,282.0,,,2019-01-11,Active,2026-06-03,,,,Wind,Wind Turbine,"SS Completed, FIS Started, No IA",2019-01-11,2019-04-03,2018-12-21 00:00:00.000,,,,,,Not Required,,,WEST,,,
20INR0235,Knickerbocker Solar SLF,Knickerbocker Solar LLC,Tom Green,Texas,Tap 345kV 76003 Big Hill -  76009 Twin Buttes,,Solar - Photovoltaic Solar,241.26,,,2019-01-07,Active,2027-06-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2019-01-07,2019-03-15,2019-03-04 00:00:00.000,,,,Not Required,Not Required,Not Required,,,WEST,,,
20INR0236,New Hickory Solar,New Hickory Solar LLC,Jackson,Texas,OLD_HCKRY_5 bus 5323 345 kV,,Solar - Photovoltaic Solar,209.15,,,2019-01-25,Completed,2026-07-15,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2019-01-25,2019-04-19,2019-08-12 00:00:00.000,2024-06-30,,2020-06-30,Not Required,Not Required,Not Required,2021-04-12 00:00:00,,SOUTH,,,
20INR0238,Voyager Storage,"EDF Renewables Development, Inc.",Wharton,Texas,44200 Hillje 345kV,,Other - Battery Energy Storage,50.14,,,2019-01-14,Active,2028-04-08,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2019-01-14,2019-03-19,2019-04-26 00:00:00.000,,,,Not Required,Not Required,,,,SOUTH,,,
20INR0241,Crowded Star Solar,"Jones City Solar, LLC",Jones,Texas,tap 345kV 68001 Claytonville – 68004 Phantom Hill c2,,Solar - Photovoltaic Solar,218.79,,,2019-01-21,Completed,2026-03-10,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2019-01-21,2019-04-19,2019-05-22 00:00:00.000,2024-11-05,Yes,2019-12-17,Not Required,Not Required,Not Required,2021-12-01 00:00:00,,WEST,,,
20INR0242,Anson Solar 2,"Anson Solar Center 2, LLC",Jones,Texas,existing tap 345 kV 68004 Phantom Hill station ,,Solar - Photovoltaic Solar,200.9,,,2017-06-23,Completed,2025-12-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2017-06-23,2017-08-07,2018-02-15 00:00:00.000,2025-03-19,,2024-08-15,Not Required,Not Required,Not Required,2025-02-12 00:00:00,2025-05-22 00:00:00,WEST,,,
20INR0245,Volunteer Storage,Blackjack Storage LLC,Caldwell,Texas,7216 Lockhart 138kV,,Other - Battery Energy Storage,50.6,,,2019-01-15,Active,2028-02-29,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2019-01-15,2019-07-02,2019-03-15 00:00:00.000,,,,Not Required,Not Required,,,,SOUTH,,,
20INR0246,Ryan Energy Storage,Ryan Storage LLC,Coryell,Texas,37580 TNPancake 69kV,,Other - Battery Energy Storage,51.6,,,2019-01-15,Completed,2027-03-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, IA",2019-01-15,2019-04-05,2019-03-15 00:00:00.000,,No,2021-02-18,Not Required,Not Required,,2022-08-03 00:00:00,,NORTH,,,
20INR0247,Water Valley Wind Energy,"Water Valley Wind Energy, LLC",Tom Green,Texas,345 kV 76009 Twin Buttes to 76090 Divide Double Circuit ,,Wind - Wind Turbine,180.0,,,2019-01-15,Completed,2027-12-15,,,,Wind,Wind Turbine,"SS Completed, FIS Started, IA",2019-01-15,2019-03-29,2019-01-10 00:00:00.000,,,2025-03-17,,,Not Required,,,WEST,,,
20INR0248,DAMAZO (Second Division) SOLAR,TX Gulf Solar 1 LLC,Brazoria,Texas,Tap 138 kV SANBER_POI_8 (Bus# 43110) to WEST COLUMBIA (Bus# 43380) Ckt 60 Line,,Solar - Photovoltaic Solar,100.2,,,2019-03-28,Completed,2025-03-29,,,2024-10-17,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2019-03-28,2019-06-18,2019-07-29 00:00:00.000,2022-10-28,No,2020-10-14,Not Required,Not Required,Not Required,2023-10-31 00:00:00,2023-10-31 00:00:00,COASTAL,2024-10-08,2024-10-17,
20INR0255,Renegade Project,Renegade Renewable LLC,Deaf Smith,Texas,Tap 345kV 23910 Windmill - 23906 AJ Swope,,Solar - Photovoltaic Solar,515.66,,,2019-02-26,Completed,2026-03-12,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2019-02-26,2019-05-17,2019-02-07 00:00:00.000,,,2021-01-04,Not Required,Not Required,Not Required,2024-04-30 00:00:00,,PANHANDLE,,,
20INR0266,Tres Bahias Solar,Tres Bahias Solar Power LLC,Calhoun,Texas,8140 Joslin 138kV,,Solar - Photovoltaic Solar,195.0,,,2019-03-26,Completed,2025-06-30,,,2023-09-12,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2019-03-26,2019-06-11,2019-06-03 00:00:00.000,2022-01-21,,2020-08-07,Not Required,Not Required,Not Required,2020-10-07 00:00:00,2022-12-20 00:00:00,COASTAL,2023-06-26,2023-09-12,
20INR0269,Texas Solar Nova 2,"TEXAS SOLAR NOVA 2, LLC",Kent,Texas,138kV 59909 WETT Nova Prime ,,Solar - Photovoltaic Solar,201.14,,,2019-06-24,Completed,2025-06-30,,,2023-11-13,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2019-06-24,2015-12-30,2019-06-19 00:00:00.000,2022-05-19,,2021-07-16,,,Not Required,2022-07-29 00:00:00,2022-07-29 00:00:00,WEST,2023-08-22,2023-11-13,
20INR0286,"Wise County Power Repower (CT1, CT2)",Wise County Power Company LLC,Wise,Texas,1421 Willow Creek 345kV,,Gas - Combined-Cycle,21.0,,,2019-07-25,Completed,2024-09-01,,,,Gas,Combined-Cycle,"SS Completed, FIS Completed, IA",2019-07-25,2019-10-23,2019-07-16 00:00:00.000,2019-10-23,No,2001-03-19,2020-01-21 00:00:00,Not Required,2019-12-05 00:00:00,2020-01-22 00:00:00,2020-01-27 00:00:00,NORTH,,,
20INR0296,Sand Bluff Wind Repower,"RWE Renewables Development, LLC ",Glasscock,Texas,1333 McDonald 138kV,,Wind - Wind Turbine,0.5,,,2019-11-27,Completed,2025-07-01,,,2022-11-01,Wind,Wind Turbine,"SS Completed, FIS Completed, IA",2019-11-27,2019-11-27,2019-11-19 00:00:00.000,2022-04-18,No,2006-11-11,Not Required,Not Required,Not Required,2022-05-02 00:00:00,2022-05-02 00:00:00,WEST,,2022-11-01,
21INR0006,Giddings Wind,Pioneer Natural Resources,Upton,Texas,71212 Upton 138kV,,Wind - Wind Turbine,240.0,,,2017-09-06,Active,2027-09-09,,,,Wind,Wind Turbine,"SS Completed, FIS Started, No IA",2017-09-06,2019-08-19,2020-01-15 00:00:00.000,,,,Not Required,Not Required,Not Required,,,WEST,,,
21INR0012,Air Products GCA,Air Products,Galveston,Texas,39140 TNTxCityMain 69kV  (Will be upgraded to 138kV),,Gas - Steam Turbine other than Combined-Cycle,14.0,,,2018-06-07,Completed,2024-08-30,,,2024-07-10,Gas,Steam Turbine other than Combined-Cycle,"SS Completed, FIS Completed, IA",2018-06-07,2018-08-01,,2023-03-10,,2020-08-07,Not Required,Not Required,2020-03-31 00:00:00,2023-03-13 00:00:00,2023-03-13 00:00:00,HOUSTON,2023-11-07,2024-07-10,
21INR0022,Red Holly Solar,GreenGo Energy,Dawson,Texas,tap 345kV 59900 Longdraw - 79641 Farmland,,Solar - Photovoltaic Solar,260.0,,,2018-07-11,Completed,2027-06-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2018-07-11,2018-08-16,2018-07-11 00:00:00.000,,No,2020-10-19,Not Required,Not Required,Not Required,,,WEST,,,
21INR0029,Red Holly Storage 1,GreenGo Energy,Dawson,Texas,tap 345kV 59900 Longdraw - 79641 Farmland,,Other - Battery Energy Storage,50.0,,,2018-07-11,Completed,2028-05-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, IA",2018-07-11,2018-08-16,2018-07-11 00:00:00.000,,,2020-10-19,Not Required,Not Required,,,,WEST,,,
21INR0031,Indigo Solar,"Innovative Solar 245, LLC",Fisher,Texas,tap 345 kV 68001 Claytonville – 68004 Phantom Hill Circuit 2,,Solar - Photovoltaic Solar,150.0,,,2018-09-27,Completed,2026-08-17,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2018-09-27,2018-11-20,2019-05-15 00:00:00.000,,No,2020-09-15,Not Required,Not Required,Not Required,2025-02-12 00:00:00,,WEST,,,
21INR0033,Red Holly Storage,GreenGo Energy,Dawson,Texas,tap 345kV 59900 Longdraw - 79641 Farmland,,Other - Battery Energy Storage,50.0,,,2018-09-27,Completed,2028-05-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, IA",2018-09-27,2018-12-18,2018-12-11 00:00:00.000,,No,2020-10-19,Not Required,Not Required,,,,WEST,,,
21INR0203,Eastbell Milam Solar ,EDP RENEWABLES NORTH AMERICA LLC,Milam,Texas,345 kV Bell County East Switch (bus# 3687) - TNP One (bus# 39950) circuit 2,,Solar - Photovoltaic Solar,244.86,,,2018-10-10,Completed,2025-06-30,,,2023-11-01,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2018-10-10,2018-12-09,2019-04-23 00:00:00.000,2022-10-28,No,2022-09-02,Not Required,Not Required,Not Required,2022-11-03 00:00:00,2022-11-03 00:00:00,SOUTH,2023-10-13,2023-11-01,
21INR0207,Quantum Solar,"IP QUANTUM II, LLC",Haskell,Texas,60089 Kilby Station 345kV,,Solar - Photovoltaic Solar,320.8,,,2018-09-27,Completed,2026-03-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2018-09-27,2018-11-14,2018-11-07 00:00:00.000,2025-06-16,No,2023-10-26,,,Not Required,,,WEST,,,
21INR0210,Adamstown Solar,"Adams Creek Solar Project, LLC",Wichita,Texas,tap 345kV 1730 West Krum - 6111 Riley Ckt 2,,Solar - Photovoltaic Solar,250.88,,,2018-11-20,Completed,2027-08-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2018-11-20,2019-02-04,2019-05-16 00:00:00.000,,No,2022-08-08,,,Not Required,,,WEST,,,
21INR0220,Maleza Solar,Brush Solar LLC,Wharton,Texas,tap Blue – Hillje 345 kv Ckt.#27,,Solar - Photovoltaic Solar,254.94,,,2018-12-06,Completed,2026-08-09,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Not Started, IA",2018-12-06,2019-01-18,,,No,2021-01-27,,,Not Required,2022-12-08 00:00:00,,SOUTH,,,
21INR0221,Samson Solar 1,Samson Solar Energy LLC,Lamar,Texas,tap both 345kV 1685 FarmersVl - 1695 Moses ckts,,Solar - Photovoltaic Solar,250.0,,,2018-11-20,Completed,2026-06-30,,,2021-08-31,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2018-11-20,2019-01-04,2019-05-03 00:00:00.000,2020-06-09,No,2020-08-26,Not Required,Not Required,Not Required,2020-08-26 00:00:00,2020-10-15 00:00:00,NORTH,2021-06-30,2021-08-31,
21INR0223,Tulsita Solar,Ray Ranch Solar LLC,Goliad,Texas,Tap 138kV 8590 Tuleta - 8595 Euler,,Solar - Photovoltaic Solar,256.2,,,2018-12-05,Completed,2025-06-30,,,2024-10-30,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2018-12-05,2019-02-21,2019-05-17 00:00:00.000,2024-03-01,No,2022-09-19,Not Required,Not Required,Not Required,2022-10-03 00:00:00,2024-02-02 00:00:00,SOUTH,2024-10-22,2024-10-30,
21INR0240,La Casa Wind,"LA CASA WIND, LLC",Stephens,Texas,New switching station:  138kV Graham Plant Switch - Breckenridge - Leon Switch ,,Wind - Wind Turbine,148.4,,,2018-12-28,Completed,2026-03-15,,,,Wind,Wind Turbine,"SS Completed, FIS Completed, IA",2018-12-28,2019-03-12,2018-12-29 00:00:00.000,2023-09-22,,2023-09-07,Not Required,Not Required,Not Required,2024-01-04 00:00:00,2024-04-29 00:00:00,NORTH,,,
21INR0247,"Anson Solar Center, Phase III","Anson Solar Center 3, LLC",Jones,Texas,tap 345kV 68000 WShack - 68001 Clayton,,Solar - Photovoltaic Solar,200.0,,,2017-06-23,Active,2027-06-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2017-06-23,2017-08-07,2018-02-15 00:00:00.000,,,,,,Not Required,,,WEST,,,
21INR0253,Ulysses Solar,BNB Tennyson Solar LLC,Coke,Texas,tap 345kV 6444 Red Creek - 60040 Bluff Creek,,Solar - Photovoltaic Solar,151.2,,,2019-01-25,Completed,2026-10-12,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2019-01-25,2019-04-05,2019-05-10 00:00:00.000,,,2022-10-03,Not Required,Not Required,Not Required,2022-12-05 00:00:00,,WEST,,,
21INR0256,Amsterdam Solar,"Cottonwood Bayou Solar II, LLC",Brazoria,Texas,"tap 345kV 43035 Oasis - 42500 Dow c27, c18",,Solar - Photovoltaic Solar,509.88,,,2019-02-07,Completed,2026-08-09,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2019-02-07,2019-04-29,2019-07-31 00:00:00.000,,No,2022-02-17,Not Required,Not Required,Not Required,,,COASTAL,,,
21INR0258,Mercury Storage SLF,"Mercury Storage, LLC",Hill,Texas,68092 Liberty Station 345kV,,Other - Battery Energy Storage,0.0,,,2019-02-14,Active,2026-07-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2019-02-14,2019-05-03,2019-02-07 00:00:00.000,,,,Not Required,Not Required,,,,NORTH,,,
21INR0260,Chariot Storage,Chariot Storage LLC,Limestone,Texas,tap 69kV 99 Ben Hur - 107 Prairie Hill ,,Other - Battery Energy Storage,50.0,,,2019-03-06,Active,2028-02-29,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2019-03-06,2019-05-24,2019-02-11 00:00:00.000,,No,,Not Required,Not Required,,,,NORTH,,,
21INR0262,Grandfalls Storage SLF,King Mountain Storage LLC,Upton,Texas,tap 345kV 11028 Odessa - 76000 North McCamey ,,Other - Battery Energy Storage,0.0,,,2019-03-25,Active,2027-07-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2019-03-25,2019-06-17,2019-02-14 00:00:00.000,,,,,,2023-05-22 00:00:00,,,WEST,,,
21INR0263,Monarch Creek Wind,"MONARCH CREEK WIND, LLC",Throckmorton,Texas,tap 345kV 11418 Tecumseh Creek Switch to 60515 Clear Crossing Switch,,Wind - Wind Turbine,284.3,,,2019-04-25,Completed,2027-09-17,,,,Wind,Wind Turbine,"SS Completed, FIS Started, IA",2019-04-25,2019-07-19,2019-08-05 00:00:00.000,,No,2020-08-24,Not Required,Not Required,Not Required,,,WEST,,,
21INR0265,Sisters Solar,Oberon Solar LLC,Ector,Texas,tapping the 345 kV line connecting Moss Switch (Bus# 1018) to Wolf Switching Station (Bus# 11010) ,,Solar - Photovoltaic Solar,301.6,,,2019-02-28,Active,2027-05-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, No IA",2019-02-28,2019-03-29,2019-02-20 00:00:00.000,2025-06-20,Yes,,Not Required,Not Required,Not Required,,,WEST,,,
21INR0268,Greyhound Solar,"Rockhound Solar 2, LLC dba ""Greyhound Solar""",Ector,Texas,Tap 345kV 11010 Wolf - 1018 Moss,,Solar - Photovoltaic Solar,335.45,,,2019-03-28,Completed,2026-03-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2019-03-28,2019-06-05,2019-03-21 00:00:00.000,2024-10-31,No,2022-01-15,Not Required,Not Required,Not Required,2024-11-04 00:00:00,2024-11-04 00:00:00,WEST,,,
21INR0278,Fighting Jays Solar,"AP Solar Holdings, LLC",Fort Bend,Texas,tap 345kV 44000 WA Parish - 44200 Hillje c64,,Solar - Photovoltaic Solar,351.29,,,2019-03-26,Completed,2025-09-01,,,2022-03-31,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2019-03-26,2019-06-17,2019-03-20 00:00:00.000,2021-06-30,No,2020-06-22,Not Required,Not Required,Not Required,2021-07-29 00:00:00,2021-07-29 00:00:00,HOUSTON,2022-03-18,2022-03-31,
21INR0280,Edgewater Storage,Edgewater Battery Storage LLC,Ellis,Texas,210 Reagor Springs 69kV ,,Other - Battery Energy Storage,50.0,,,2019-04-08,Active,2028-02-29,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2019-04-08,2019-07-04,2019-03-24 00:00:00.000,,No,,Not Required,Not Required,,,,NORTH,,,
21INR0294,Mountaineer Solar,Mustang Mountaineer Solar LLC,Brown,Texas,1444 Brown 345 kV,,Solar - Photovoltaic Solar,329.64,,,2019-04-16,Active,2027-10-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2019-04-16,2019-06-11,2019-12-08 00:00:00.000,,No,,Not Required,Not Required,Not Required,,,NORTH,,,
21INR0320,Ion Solar,GSE Group LLC,Ellis,Texas,tap 345kV 1906 Venus - 68091 Navarro,,Solar - Photovoltaic Solar,384.0,,,2019-05-17,Active,2026-05-29,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, No IA",2019-05-17,2019-08-01,2020-01-28 00:00:00.000,2024-05-24,,,,,Not Required,,,NORTH,,,
21INR0324,Board Creek Wind,"Limestone Wind Project, LLC",Navarro,Texas,345kV 3386 Outlaw Switch,,Wind - Wind Turbine,299.2,,,2019-04-24,Completed,2025-08-30,,,2022-10-06,Wind,Wind Turbine,"SS Completed, FIS Completed, IA",2019-04-24,2019-07-22,2019-11-05 00:00:00.000,2022-04-26,No,2021-08-19,Not Required,Not Required,Not Required,2022-04-05 00:00:00,2022-04-21 00:00:00,NORTH,2022-09-19,2022-10-06,
21INR0326,Dove Run Solar,"Dove Run Solar Project, LLC",Duval,Texas,tap 138kV 8510 Falfurrias - 8695 Crestonio,,Solar - Photovoltaic Solar,120.86,,,2019-05-07,Completed,2027-10-15,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2019-05-07,2019-07-23,2019-05-02 00:00:00.000,,,2023-10-31,Not Required,Not Required,Not Required,2025-02-12 00:00:00,,SOUTH,,,
21INR0334,Nightfall Solar SLF,"BDPU SOLAR NIGHTFALL, LLC ",Uvalde,Texas,Tap 138kV 8241 Razorback - 8234 Uvalde ,,Solar - Photovoltaic Solar,180.87,,,2019-05-10,Completed,2026-06-30,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2019-05-10,2019-07-31,2020-01-24 00:00:00.000,,,2023-10-26,Not Required,Not Required,Not Required,2025-05-14 00:00:00,,SOUTH,,,
21INR0341,Space City Solar,"Apollo Solar Ranch, LLC",Wharton,Texas,44200 Hillje 345kV,,Solar - Photovoltaic Solar,366.0,,,2019-11-01,Completed,2027-06-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2019-11-01,2020-03-06,2019-10-15 00:00:00.000,,,2021-01-06,Not Required,Not Required,Not Required,2021-01-11 00:00:00,,SOUTH,,,
21INR0343,Flag City Solar,"Flag City Solar Project, LLC",Jackson,Texas,tap 138kV 5588 Red Bluff - 5546 Danevang c1,,Solar - Photovoltaic Solar,165.87,,,2019-05-07,Active,2027-12-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2019-05-07,2019-07-29,2019-05-02 00:00:00.000,,No,,Not Required,Not Required,Not Required,,,SOUTH,,,
21INR0344,Lunis Creek Solar SLF,"Lunis Creek Solar Project, LLC",Jackson,Texas,tap 345 kV Static (#8676) - South Texas Project (#5915),,Solar - Photovoltaic Solar,617.12,,,2019-05-02,Completed,2027-08-31,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2019-05-02,2019-07-03,2019-05-02 00:00:00.000,,,2021-10-29,,,Not Required,2022-09-27 00:00:00,,SOUTH,,,
21INR0347,Lunis Creek Storage SLF,"Lunis Creek Solar Project, LLC",Jackson,Texas,tap 345kV 8956 White Point - 5915 STP,,Other - Battery Energy Storage,0.0,,,2019-05-02,Active,2027-08-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2019-05-02,2019-07-30,2019-05-02 00:00:00.000,,,,,,,,,SOUTH,,,
21INR0349,Pearl Crescent Solar,"RWE Solar Development, LLC",Colorado,Texas,Rock Island (57640) 138kV,,Solar - Photovoltaic Solar,208.35,,,2019-05-31,Active,2026-12-08,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2019-05-31,2019-08-26,2019-09-30 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
21INR0359,Hickerson Solar,Hickerson Solar,Bosque,Texas,tap 345kV 68091 Navarro - 68040 Kopperl,,Solar - Photovoltaic Solar,311.1,,,2019-05-29,Completed,2025-11-21,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2019-05-29,2019-08-23,2020-02-19 00:00:00.000,2024-12-17,Yes,2023-12-18,,,Not Required,2025-01-30 00:00:00,2025-01-30 00:00:00,NORTH,,,
21INR0362,Oystercatcher Solar,"Oystercatcher Solar, LLC",Ellis,Texas,tap 345kV 1906 Venus - 68091 Navarro,,Solar - Photovoltaic Solar,222.2,,,2019-05-30,Completed,2026-09-17,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, IA",2019-05-30,2019-08-07,2019-12-20 00:00:00.000,,Yes,2021-08-20,Not Required,Not Required,Not Required,,,NORTH,,,
21INR0368,Eliza Solar,"Ables Springs Solar, LLC ",Kaufman,Texas,tap 345kV 2478 Royse - 3103 Shamburger,,Solar - Photovoltaic Solar,151.7,,,2019-06-21,Completed,2025-08-31,,,2024-10-22,Solar,Photovoltaic Solar,"SS Completed, FIS Completed, IA",2019-06-21,2019-08-30,2020-02-24 00:00:00.000,2023-10-30,No,2022-08-04,Not Required,Not Required,Not Required,2023-02-17 00:00:00,2023-09-18 00:00:00,NORTH,2024-08-13,2024-10-22,
